tournament_id,map_name,started,event_type,x_cpn,y_cpn,z_cpn
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,685257.0625,462254.9375,1933.025634765625
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,417309.8125,182058.25,108.10505676269531
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,396662.15625,169204.421875,76.13556671142578
kr-pkl18,Erangel,2019-01-04T11:45:06.7029373Z,LogParachuteLanding,360752.59375,402532.78125,3968.419921875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,275930.09375,343413.75,4019.1171875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,421891.125,324640.5625,1480.6319580078125
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,367855.9375,361433.09375,1661.7991943359375
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,290929.21875,333890.4375,2343.802001953125
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,305041.46875,336984.03125,875.8310546875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,333130.96875,356298.3125,535.4293212890625
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,329389.5,342713.53125,1072.83447265625
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,327493.3125,343946.5,44.42890548706055
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,342121.03125,347056.15625,639.423095703125
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,333152.84375,347533.40625,1029.638671875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,412804.84375,365436.25,5490.330078125
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,358501.40625,349156.40625,858.8232421875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,350728.21875,351433.46875,326.7197570800781
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,344216.375,349892.09375,386.0286865234375
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,356302.90625,353316.375,320.18023681640625
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,361123.8125,351846.9375,481.49359130859375
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,357981.84375,349143.5,301.7494812011719
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,362736.40625,353360.8125,555.4982299804688
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,364241.84375,354902.28125,651.2919921875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,425729.90625,372275.21875,10192.65234375
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,359870.3125,351008.375,333.0626525878906
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,370173.4375,353610.15625,400.1214294433594
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,370688.1875,354542.21875,294.5035400390625
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,377757.375,357686.15625,533.88671875
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,374066.9375,356236.46875,498.3351745605469
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,376885.71875,354829.5,501.4601135253906
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,407837.90625,364665.25,5513.94287109375
kr-pkl18,Erangel,2019-02-08T10:19:17.2345813Z,LogParachuteLanding,405802.46875,364959.96875,3713.767822265625
