,weapon,x,y
421,Item_Weapon_Mini14_C,521638.0,504211.3125
422,Item_Weapon_FNFal_C,177948.09375,424567.59375
423,Item_Weapon_BerylM762_C,586977.125,380917.84375
424,Item_Weapon_FNFal_C,150546.140625,600323.375
425,Item_Weapon_BerylM762_C,439356.46875,279969.3125
426,Item_Weapon_HK416_C,504552.375,536364.1875
427,Item_Weapon_BerylM762_C,179089.84375,346848.4375
428,Item_Weapon_M24_C,586256.375,377165.40625
429,Item_Weapon_FNFal_C,140509.4375,275225.1875
430,Item_Weapon_FNFal_C,565473.25,296194.96875
431,Item_Weapon_FNFal_C,145586.0,286602.75
432,Item_Weapon_SKS_C,589199.625,327404.0625
433,Item_Weapon_BerylM762_C,499473.4375,541415.0625
434,Item_Weapon_FNFal_C,589032.0,326230.6875
435,Item_Weapon_FNFal_C,175022.890625,436430.1875
436,Item_Weapon_HK416_C,468304.125,708158.6875
437,Item_Weapon_FNFal_C,505417.15625,374122.3125
438,Item_Weapon_Mini14_C,465067.1875,707627.25
439,Item_Weapon_FNFal_C,572907.25,194250.5625
440,Item_Weapon_FNFal_C,598298.625,231812.375
441,Item_Weapon_Mini14_C,471723.71875,316571.34375
442,Item_Weapon_BerylM762_C,361191.4375,718456.125
443,Item_Weapon_Mini14_C,491415.65625,288651.15625
444,Item_Weapon_SKS_C,491363.65625,288726.8125
445,Item_Weapon_AK47_C,597141.625,227324.09375
446,Item_Weapon_BerylM762_C,623698.25,602092.8125
447,Item_Weapon_SKS_C,584229.5,334829.5625
448,Item_Weapon_Mini14_C,491414.78125,288670.375
449,Item_Weapon_SKS_C,491466.1875,288693.03125
450,Item_Weapon_FNFal_C,537386.0625,265327.34375
451,Item_Weapon_SCAR-L_C,595952.0625,328715.4375
452,Item_Weapon_HK416_C,595899.25,328773.6875
453,Item_Weapon_Mini14_C,491427.4375,288676.5625
454,Item_Weapon_SKS_C,491347.46875,288785.15625
455,Item_Weapon_M24_C,584318.375,334836.84375
456,Item_Weapon_FNFal_C,584356.6875,334762.03125
457,Item_Weapon_FNFal_C,470537.0625,297926.6875
458,Item_Weapon_BerylM762_C,505102.0625,267470.96875
459,Item_Weapon_BerylM762_C,505425.3125,267180.34375
460,Item_Weapon_FNFal_C,490145.1875,292084.0625
461,Item_Weapon_BerylM762_C,490315.09375,292106.0
462,Item_Weapon_FNFal_C,492295.375,288556.0
463,Item_Weapon_BerylM762_C,492296.21875,288558.03125
464,Item_Weapon_FNFal_C,526063.1875,319089.5
465,Item_Weapon_Mini14_C,238429.046875,620745.0
466,Item_Weapon_BerylM762_C,300382.34375,509147.5625
467,Item_Weapon_SKS_C,125369.375,599541.8125
468,Item_Weapon_SCAR-L_C,165253.84375,600646.1875
469,Item_Weapon_AK47_C,300401.15625,507716.375
470,Item_Weapon_Mini14_C,367047.625,423013.1875
471,Item_Weapon_AK47_C,488533.34375,535085.75
472,Item_Weapon_HK416_C,165410.53125,601335.1875
473,Item_Weapon_BerylM762_C,374825.9375,433630.15625
474,Item_Weapon_AK47_C,560396.0625,392773.34375
475,Item_Weapon_AK47_C,449130.65625,546772.9375
476,Item_Weapon_Mini14_C,375627.90625,433856.90625
477,Item_Weapon_BerylM762_C,383061.75,486057.34375
478,Item_Weapon_M24_C,523160.0625,374089.28125
479,Item_Weapon_HK416_C,251040.75,526382.5625
480,Item_Weapon_AK47_C,311559.3125,550885.1875
481,Item_Weapon_SCAR-L_C,480977.5,425545.34375
482,Item_Weapon_Mini14_C,449164.0,546150.0625
483,Item_Weapon_Mini14_C,300511.875,509223.5625
484,Item_Weapon_HK416_C,124947.765625,601178.5625
485,Item_Weapon_Mini14_C,524295.4375,372664.71875
486,Item_Weapon_HK416_C,449289.78125,546453.125
487,Item_Weapon_SKS_C,466061.375,264974.625
488,Item_Weapon_AK47_C,371377.78125,421461.28125
