,weapon,x,y
443,Item_Weapon_AK47_C,394785.78125,171902.453125
444,Item_Weapon_Mini14_C,393633.21875,293883.8125
445,Item_Weapon_Mini14_C,395242.625,169790.9375
446,Item_Weapon_SCAR-L_C,397934.40625,301633.65625
447,Item_Weapon_Kar98k_C,401802.34375,350926.0625
448,Item_Weapon_AK47_C,345715.0625,320953.78125
449,Item_Weapon_AK47_C,359774.6875,296031.78125
450,Item_Weapon_SKS_C,402269.5,350705.875
451,Item_Weapon_HK416_C,366133.5625,408800.75
452,Item_Weapon_FNFal_C,378721.625,122842.6171875
453,Item_Weapon_BerylM762_C,360495.15625,296310.3125
454,Item_Weapon_AK47_C,299195.71875,130595.859375
455,Item_Weapon_AK47_C,372972.34375,416511.1875
456,Item_Weapon_FNFal_C,443954.78125,330470.8125
457,Item_Weapon_Mini14_C,360082.46875,296741.875
458,Item_Weapon_BerylM762_C,389675.46875,286924.28125
459,Item_Weapon_BerylM762_C,379056.78125,121866.34375
460,Item_Weapon_SKS_C,372593.03125,416269.15625
461,Item_Weapon_AK47_C,215756.953125,393079.0625
462,Item_Weapon_BerylM762_C,422397.875,325288.625
463,Item_Weapon_FNFal_C,620316.375,297963.0625
464,Item_Weapon_HK416_C,291273.34375,445585.46875
465,Item_Weapon_SCAR-L_C,399772.90625,353191.46875
466,Item_Weapon_BerylM762_C,574375.4375,133818.734375
467,Item_Weapon_FNFal_C,405872.59375,291321.96875
468,Item_Weapon_Mini14_C,329388.5625,394893.90625
469,Item_Weapon_Mini14_C,421218.15625,324303.3125
470,Item_Weapon_FNFal_C,212971.6875,365724.625
471,Item_Weapon_FNFal_C,361022.625,294141.84375
472,Item_Weapon_SCAR-L_C,510688.28125,381431.625
473,Item_Weapon_SKS_C,187395.09375,515400.5
474,Item_Weapon_FNFal_C,158861.71875,463746.1875
475,Item_Weapon_HK416_C,431930.5,445086.375
476,Item_Weapon_FNFal_C,543316.1875,254018.734375
477,Item_Weapon_FNFal_C,533648.125,233231.671875
478,Item_Weapon_SKS_C,300818.96875,506785.21875
