map_name,started,item_id,category,name,x,y,z
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_Playwithme,605204.5625,642455.0625,-19.059999465942383
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_E_01_Lv1_C,Equipment,ELGIG_vakk,453477.4375,544114.4375,19906.109375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_Playwithme,605210.25,642455.6875,-19.059999465942383
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_Playwithme,605203.3125,642454.0625,-19.059999465942383
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_C_02_Lv3_C,Equipment,ELGIG_Savage,504420.3125,536838.25,20243.900390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Magazine_Extended_SniperRifle_C,Attachment,ELGIG_dEAGZ,475696.34375,516269.34375,18655.009765625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_762mm_C,Ammunition,eU_TaylorJay,439819.125,562883.25,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Boost_PainKiller_C,Use,eU_GICE,473802.84375,579103.0625,20006.16015625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Head_F_02_Lv2_C,Equipment,ExG_miikaz,574423.375,553715.75,13688.609375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_D_01_Lv2_C,Equipment,ExG_TRYFFELI,519727.5625,507995.46875,17643.26953125
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_D_01_Lv2_C,Equipment,ELGIG_Savage,504090.90625,536928.0625,20215.900390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Armor_D_01_Lv2_C,Equipment,Liquid_ibiza,374959.0625,434440.9375,4947.7197265625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Muzzle_Compensator_SniperRifle_C,Attachment,Liquid_ibiza,374944.4375,434329.9375,4947.7197265625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_AK47_C,Weapon,Liquid_Sambty,380570.40625,445802.625,5706.89990234375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_02_Lv2_C,Equipment,eU_GICE,473461.125,579308.0625,20006.16015625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_762mm_C,Ammunition,Liquid_Sambty,380569.5,445802.5,5706.89990234375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_SCAR-L_C,Weapon,Uniq_MSTRBTR,617029.375,635433.25,-667.2000122070312
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_Grenade_C,Equipment,eU_GICE,473481.59375,579369.125,20006.16015625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_E_01_Lv1_C,Equipment,eU_TaylorJay,439970.5,563402.1875,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_762mm_C,Ammunition,Liquid_Sambty,380567.4375,445802.78125,5706.89990234375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Stock_Shotgun_BulletLoops_C,Attachment,eU_TaylorJay,439931.875,563415.875,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_MSTRBTR,617029.375,635433.25,-667.2000122070312
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_01_Lv2_C,Equipment,BJK_SIMSY,636151.75,519378.0625,3406.419921875
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_01_Lv2_C,Equipment,ELGIG_dEAGZ,475757.59375,517310.78125,18655.009765625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_45ACP_C,Ammunition,Liquid_jeemzz,371179.625,422615.4375,6359.64990234375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_MSTRBTR,617029.375,635433.25,-667.2000122070312
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_FirstAid_C,Use,eU_TaylorJay,439557.3125,563483.9375,17702.150390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,Uniq_MSTRBTR,617029.375,635433.25,-667.2000122070312
Miramar,2018-12-06T17:03:22.4730725Z,Item_Back_F_01_Lv2_C,Equipment,ExG_miikaz,574999.375,553791.0,13688.609375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,ELGIG_vakk,454307.625,546414.5625,19906.0390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Magazine_Extended_SniperRifle_C,Attachment,Uniq_Standin,620689.4375,598027.75,3965.889892578125
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,ELGIG_vakk,454293.4375,546449.875,19906.0390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_Mini14_C,Weapon,ELGIG_vakk,454359.9375,546398.25,19906.0390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_Bandage_C,Use,Liquid_Sambty,379938.78125,446599.59375,5706.11962890625
